Date,Carburant,Prix
2025-04-10,Gazole,1.6
2025-04-10,SP95,1.732
2025-04-10,SP98,1.809
2025-04-11,E10,1.686
2025-04-11,E85,0.754
2025-04-11,GPLc,1.0
2025-04-11,Gazole,1.585
2025-04-11,SP95,1.713
2025-04-11,SP98,1.794
2025-04-12,E10,1.685
2025-04-12,E85,0.761
2025-04-12,GPLc,0.998
2025-04-12,Gazole,1.585
2025-04-12,SP95,1.71
2025-04-12,SP98,1.794
2025-04-13,E10,1.706
2025-04-13,E85,0.772
2025-04-13,GPLc,1.0
2025-04-13,Gazole,1.606
2025-04-13,SP95,1.714
2025-04-13,SP98,1.817
2025-04-14,E10,1.679
2025-04-14,E85,0.756
2025-04-14,GPLc,0.999
2025-04-14,Gazole,1.579
2025-04-14,SP95,1.704
2025-04-14,SP98,1.786
2025-04-15,E10,1.68
2025-04-15,E85,0.759
2025-04-15,GPLc,1.006
2025-04-15,Gazole,1.581
2025-04-15,SP95,1.708
2025-04-15,SP98,1.788
2025-04-16,E10,1.68
2025-04-16,E85,0.76
2025-04-16,GPLc,1.0
2025-04-16,Gazole,1.58
2025-04-16,SP95,1.706
2025-04-16,SP98,1.786
2025-04-17,E10,1.679
2025-04-17,E85,0.759
2025-04-17,GPLc,1.0
2025-04-17,Gazole,1.579
2025-04-17,SP95,1.701
2025-04-17,SP98,1.786
2025-04-18,E10,1.62
2025-04-18,E85,0.727
2025-04-18,GPLc,0.983
2025-04-18,Gazole,1.522
2025-04-18,SP95,1.64
2025-04-18,SP98,1.725
2025-04-19,E10,1.642
2025-04-19,E85,0.748
2025-04-19,GPLc,0.993
2025-04-19,Gazole,1.541
2025-04-19,SP95,1.66
2025-04-19,SP98,1.751
2025-04-20,E10,1.675
2025-04-20,E85,0.759
2025-04-20,GPLc,0.997
2025-04-20,Gazole,1.574
2025-04-20,SP95,1.648
2025-04-20,SP98,1.789
2025-04-21,E10,1.673
2025-04-21,E85,0.757
2025-04-21,GPLc,0.994
2025-04-21,Gazole,1.572
2025-04-21,SP95,1.678
2025-04-21,SP98,1.784
2025-04-22,E10,1.667
2025-04-22,E85,0.751
2025-04-22,GPLc,0.997
2025-04-22,Gazole,1.566
2025-04-22,SP95,1.688
2025-04-22,SP98,1.772
2025-04-23,E10,1.677
2025-04-23,E85,0.758
2025-04-23,GPLc,0.999
2025-04-23,Gazole,1.577
2025-04-23,SP95,1.695
2025-04-23,SP98,1.783
2025-04-24,E10,1.682
2025-04-24,E85,0.759
2025-04-24,GPLc,0.999
2025-04-24,Gazole,1.58
2025-04-24,SP95,1.702
2025-04-24,SP98,1.787
2025-04-25,E10,1.681
2025-04-25,E85,0.757
2025-04-25,GPLc,0.996
2025-04-25,Gazole,1.579
2025-04-25,SP95,1.696
2025-04-25,SP98,1.785
2025-04-26,E10,1.688
2025-04-26,E85,0.76
2025-04-26,GPLc,0.997
2025-04-26,Gazole,1.584
2025-04-26,SP95,1.695
2025-04-26,SP98,1.794
2025-04-27,E10,1.7
2025-04-27,E85,0.769
2025-04-27,GPLc,0.997
2025-04-27,Gazole,1.598
2025-04-27,SP95,1.694
2025-04-27,SP98,1.809
2025-04-28,E10,1.682
2025-04-28,E85,0.757
2025-04-28,GPLc,0.995
2025-04-28,Gazole,1.579
2025-04-28,SP95,1.699
2025-04-28,SP98,1.788
2025-04-29,E10,1.686
2025-04-29,E85,0.76
2025-04-29,GPLc,1.001
2025-04-29,Gazole,1.583
2025-04-29,SP95,1.708
2025-04-29,SP98,1.791
2025-04-30,E10,1.684
2025-04-30,E85,0.757
2025-04-30,GPLc,1.001
2025-04-30,Gazole,1.581
2025-04-30,SP95,1.702
2025-04-30,SP98,1.79
2025-05-01,E10,1.704
2025-05-01,E85,0.772
2025-05-01,GPLc,1.006
2025-05-01,Gazole,1.603
2025-05-01,SP95,1.709
2025-05-01,SP98,1.816
2025-05-02,E10,1.675
2025-05-02,E85,0.754
2025-05-02,GPLc,0.996
2025-05-02,Gazole,1.571
2025-05-02,SP95,1.69
2025-05-02,SP98,1.78
2025-05-03,E10,1.674
2025-05-03,E85,0.759
2025-05-03,GPLc,0.994
2025-05-03,Gazole,1.571
2025-05-03,SP95,1.69
2025-05-03,SP98,1.781
2025-05-04,E10,1.692
2025-05-04,E85,0.767
2025-05-04,GPLc,0.997
2025-05-04,Gazole,1.59
2025-05-04,SP95,1.693
2025-05-04,SP98,1.802
2025-05-05,E10,1.672
2025-05-05,E85,0.754
2025-05-05,GPLc,0.998
2025-05-05,Gazole,1.567
2025-05-05,SP95,1.692
2025-05-05,SP98,1.777
2025-05-06,E10,1.666
2025-05-06,E85,0.754
2025-05-06,GPLc,1.0
2025-05-06,Gazole,1.56
2025-05-06,SP95,1.686
2025-05-06,SP98,1.769
2025-05-07,E10,1.666
2025-05-07,E85,0.756
2025-05-07,GPLc,0.997
2025-05-07,Gazole,1.56
2025-05-07,SP95,1.686
2025-05-07,SP98,1.771
2025-05-08,E10,1.682
2025-05-08,E85,0.765
2025-05-08,GPLc,0.999
2025-05-08,Gazole,1.574
2025-05-08,SP95,1.682
2025-05-08,SP98,1.791
2025-05-09,E10,1.666
2025-05-09,E85,0.753
2025-05-09,GPLc,0.994
2025-05-09,Gazole,1.556
2025-05-09,SP95,1.684
2025-05-09,SP98,1.771
2025-05-10,E10,1.678
2025-05-10,E85,0.758
2025-05-10,GPLc,0.996
2025-05-10,Gazole,1.567
2025-05-10,SP95,1.687
2025-05-10,SP98,1.785
2025-05-11,E10,1.688
2025-05-11,E85,0.766
2025-05-11,GPLc,0.992
2025-05-11,Gazole,1.579
2025-05-11,SP95,1.683
2025-05-11,SP98,1.797
2025-05-12,E10,1.673
2025-05-12,E85,0.753
2025-05-12,GPLc,0.993
2025-05-12,Gazole,1.563
2025-05-12,SP95,1.696
2025-05-12,SP98,1.777
2025-05-13,E10,1.679
2025-05-13,E85,0.756
2025-05-13,GPLc,0.998
2025-05-13,Gazole,1.566
2025-05-13,SP95,1.701
2025-05-13,SP98,1.783
2025-05-14,E10,1.686
2025-05-14,E85,0.758
2025-05-14,GPLc,0.996
2025-05-14,Gazole,1.573
2025-05-14,SP95,1.708
2025-05-14,SP98,1.792
2025-05-15,E10,1.691
2025-05-15,E85,0.757
2025-05-15,GPLc,0.996
2025-05-15,Gazole,1.578
2025-05-15,SP95,1.71
2025-05-15,SP98,1.796
2025-05-16,E10,1.688
2025-05-16,E85,0.757
2025-05-16,GPLc,0.991
2025-05-16,Gazole,1.576
2025-05-16,SP95,1.711
2025-05-16,SP98,1.791
2025-05-17,E10,1.699
2025-05-17,E85,0.761
2025-05-17,GPLc,0.996
2025-05-17,Gazole,1.589
2025-05-17,SP95,1.706
2025-05-17,SP98,1.804
2025-05-18,E10,1.71
2025-05-18,E85,0.768
2025-05-18,GPLc,0.993
2025-05-18,Gazole,1.602
2025-05-18,SP95,1.705
2025-05-18,SP98,1.818
2025-05-19,E10,1.691
2025-05-19,E85,0.754
2025-05-19,GPLc,0.991
2025-05-19,Gazole,1.581
2025-05-19,SP95,1.71
2025-05-19,SP98,1.794
2025-05-20,E10,1.7
2025-05-20,E85,0.76
2025-05-20,GPLc,0.999
2025-05-20,Gazole,1.59
2025-05-20,SP95,1.71
2025-05-20,SP98,1.804
2025-05-21,E10,1.695
2025-05-21,E85,0.758
2025-05-21,GPLc,0.996
2025-05-21,Gazole,1.586
2025-05-21,SP95,1.708
2025-05-21,SP98,1.8
2025-05-22,E10,1.697
2025-05-22,E85,0.759
2025-05-22,GPLc,0.992
2025-05-22,Gazole,1.586
2025-05-22,SP95,1.71
2025-05-22,SP98,1.803
2025-05-23,E10,1.689
2025-05-23,E85,0.754
2025-05-23,GPLc,0.993
2025-05-23,Gazole,1.575
2025-05-23,SP95,1.711
2025-05-23,SP98,1.794
2025-05-24,E10,1.7
2025-05-24,E85,0.762
2025-05-24,GPLc,0.999
2025-05-24,Gazole,1.584
2025-05-24,SP95,1.708
2025-05-24,SP98,1.809
2025-05-25,E10,1.706
2025-05-25,E85,0.768
2025-05-25,GPLc,0.994
2025-05-25,Gazole,1.594
2025-05-25,SP95,1.696
2025-05-25,SP98,1.816
2025-05-26,E10,1.689
2025-05-26,E85,0.754
2025-05-26,GPLc,0.992
2025-05-26,Gazole,1.573
2025-05-26,SP95,1.706
2025-05-26,SP98,1.796
2025-05-27,E10,1.69
2025-05-27,E85,0.758
2025-05-27,GPLc,0.989
2025-05-27,Gazole,1.574
2025-05-27,SP95,1.711
2025-05-27,SP98,1.796
2025-05-28,E10,1.69
2025-05-28,E85,0.757
2025-05-28,GPLc,0.991
2025-05-28,Gazole,1.572
2025-05-28,SP95,1.704
2025-05-28,SP98,1.795
2025-05-29,E10,1.708
2025-05-29,E85,0.768
2025-05-29,GPLc,0.997
2025-05-29,Gazole,1.593
2025-05-29,SP95,1.702
2025-05-29,SP98,1.819
2025-05-30,E10,1.688
2025-05-30,E85,0.754
2025-05-30,GPLc,0.989
2025-05-30,Gazole,1.571
2025-05-30,SP95,1.698
2025-05-30,SP98,1.794
2025-05-31,E10,1.687
2025-05-31,E85,0.757
2025-05-31,GPLc,0.987
2025-05-31,Gazole,1.571
2025-05-31,SP95,1.692
2025-05-31,SP98,1.793
2025-06-01,E10,1.705
2025-06-01,E85,0.766
2025-06-01,GPLc,0.99
2025-06-01,Gazole,1.592
2025-06-01,SP95,1.698
2025-06-01,SP98,1.815
2025-06-02,E10,1.686
2025-06-02,E85,0.751
2025-06-02,GPLc,0.983
2025-06-02,Gazole,1.57
2025-06-02,SP95,1.702
2025-06-02,SP98,1.792
2025-06-03,E10,1.691
2025-06-03,E85,0.755
2025-06-03,GPLc,0.99
2025-06-03,Gazole,1.575
2025-06-03,SP95,1.704
2025-06-03,SP98,1.797
2025-06-04,E10,1.691
2025-06-04,E85,0.755
2025-06-04,GPLc,0.992
2025-06-04,Gazole,1.577
2025-06-04,SP95,1.703
2025-06-04,SP98,1.799
2025-06-05,E10,1.691
2025-06-05,E85,0.755
2025-06-05,GPLc,0.989
2025-06-05,Gazole,1.576
2025-06-05,SP95,1.706
2025-06-05,SP98,1.796
2025-06-06,E10,1.683
2025-06-06,E85,0.751
2025-06-06,GPLc,0.986
2025-06-06,Gazole,1.571
2025-06-06,SP95,1.698
2025-06-06,SP98,1.789
2025-06-07,E10,1.691
2025-06-07,E85,0.756
2025-06-07,GPLc,0.985
2025-06-07,Gazole,1.579
2025-06-07,SP95,1.69
2025-06-07,SP98,1.797
2025-06-08,E10,1.704
2025-06-08,E85,0.765
2025-06-08,GPLc,0.989
2025-06-08,Gazole,1.594
2025-06-08,SP95,1.695
2025-06-08,SP98,1.814
2025-06-09,E10,1.703
2025-06-09,E85,0.765
2025-06-09,GPLc,0.989
2025-06-09,Gazole,1.593
2025-06-09,SP95,1.693
2025-06-09,SP98,1.813
2025-06-10,E10,1.69
2025-06-10,E85,0.754
2025-06-10,GPLc,0.988
2025-06-10,Gazole,1.578
2025-06-10,SP95,1.703
2025-06-10,SP98,1.797
2025-06-11,E10,1.688
2025-06-11,E85,0.754
2025-06-11,GPLc,0.985
2025-06-11,Gazole,1.578
2025-06-11,SP95,1.708
2025-06-11,SP98,1.793
2025-06-12,E10,1.695
2025-06-12,E85,0.754
2025-06-12,GPLc,0.99
2025-06-12,Gazole,1.586
2025-06-12,SP95,1.712
2025-06-12,SP98,1.8
2025-06-13,E10,1.695
2025-06-13,E85,0.754
2025-06-13,GPLc,0.993
2025-06-13,Gazole,1.588
2025-06-13,SP95,1.717
2025-06-13,SP98,1.8
2025-06-14,E10,1.709
2025-06-14,E85,0.757
2025-06-14,GPLc,0.992
2025-06-14,Gazole,1.603
2025-06-14,SP95,1.707
2025-06-14,SP98,1.815
2025-06-15,E10,1.724
2025-06-15,E85,0.767
2025-06-15,GPLc,0.986
2025-06-15,Gazole,1.62
2025-06-15,SP95,1.705
2025-06-15,SP98,1.832
2025-06-16,E10,1.697
2025-06-16,E85,0.752
2025-06-16,GPLc,0.983
2025-06-16,Gazole,1.593
2025-06-16,SP95,1.717
2025-06-16,SP98,1.799
2025-06-17,E10,1.703
2025-06-17,E85,0.756
2025-06-17,GPLc,0.987
2025-06-17,Gazole,1.608
2025-06-17,SP95,1.728
2025-06-17,SP98,1.804
2025-06-18,E10,1.714
2025-06-18,E85,0.758
2025-06-18,GPLc,0.992
2025-06-18,Gazole,1.627
2025-06-18,SP95,1.733
2025-06-18,SP98,1.816
2025-06-19,E10,1.719
2025-06-19,E85,0.758
2025-06-19,GPLc,0.99
2025-06-19,Gazole,1.644
2025-06-19,SP95,1.74
2025-06-19,SP98,1.821
2025-06-20,E10,1.721
2025-06-20,E85,0.758
2025-06-20,GPLc,0.99
2025-06-20,Gazole,1.671
2025-06-20,SP95,1.748
2025-06-20,SP98,1.821
2025-06-21,E10,1.732
2025-06-21,E85,0.761
2025-06-21,GPLc,0.988
2025-06-21,Gazole,1.685
2025-06-21,SP95,1.739
2025-06-21,SP98,1.831
2025-06-22,E10,1.752
2025-06-22,E85,0.773
2025-06-22,GPLc,0.987
2025-06-22,Gazole,1.71
2025-06-22,SP95,1.74
2025-06-22,SP98,1.856
2025-06-23,E10,1.724
2025-06-23,E85,0.756
2025-06-23,GPLc,0.986
2025-06-23,Gazole,1.685
2025-06-23,SP95,1.754
2025-06-23,SP98,1.822
2025-06-24,E10,1.737
2025-06-24,E85,0.762
2025-06-24,GPLc,0.99
2025-06-24,Gazole,1.696
2025-06-24,SP95,1.758
2025-06-24,SP98,1.836
2025-06-25,E10,1.733
2025-06-25,E85,0.761
2025-06-25,GPLc,0.986
2025-06-25,Gazole,1.683
2025-06-25,SP95,1.753
2025-06-25,SP98,1.834
2025-06-26,E10,1.723
2025-06-26,E85,0.755
2025-06-26,GPLc,0.984
2025-06-26,Gazole,1.668
2025-06-26,SP95,1.742
2025-06-26,SP98,1.823
2025-06-27,E10,1.718
2025-06-27,E85,0.754
2025-06-27,GPLc,0.998
2025-06-27,Gazole,1.661
2025-06-27,SP95,1.727
2025-06-27,SP98,1.822
2025-06-28,E10,1.714
2025-06-28,E85,0.757
2025-06-28,GPLc,0.99
2025-06-28,Gazole,1.656
2025-06-28,SP95,1.72
2025-06-28,SP98,1.82
2025-06-29,E10,1.733
2025-06-29,E85,0.766
2025-06-29,GPLc,0.987
2025-06-29,Gazole,1.677
2025-06-29,SP95,1.721
2025-06-29,SP98,1.84
2025-06-30,E10,1.704
2025-06-30,E85,0.752
2025-06-30,GPLc,0.989
2025-06-30,Gazole,1.647
2025-06-30,SP95,1.723
2025-06-30,SP98,1.809
2025-07-01,E10,1.701
2025-07-01,E85,0.754
2025-07-01,GPLc,0.997
2025-07-01,Gazole,1.643
2025-07-01,SP95,1.716
2025-07-01,SP98,1.804
2025-07-02,E10,1.696
2025-07-02,E85,0.754
2025-07-02,GPLc,0.995
2025-07-02,Gazole,1.64
2025-07-02,SP95,1.713
2025-07-02,SP98,1.799
2025-07-03,E10,1.691
2025-07-03,E85,0.754
2025-07-03,GPLc,0.991
2025-07-03,Gazole,1.637
2025-07-03,SP95,1.707
2025-07-03,SP98,1.793
2025-07-04,E10,1.635
2025-07-04,E85,0.719
2025-07-04,GPLc,0.983
2025-07-04,Gazole,1.587
2025-07-04,SP95,1.648
2025-07-04,SP98,1.735
2025-07-05,E10,1.66
2025-07-05,E85,0.733
2025-07-05,GPLc,0.988
2025-07-05,Gazole,1.611
2025-07-05,SP95,1.661
2025-07-05,SP98,1.763
2025-07-06,E10,1.693
2025-07-06,E85,0.757
2025-07-06,GPLc,0.985
2025-07-06,Gazole,1.644
2025-07-06,SP95,1.689
2025-07-06,SP98,1.799
2025-07-07,E10,1.675
2025-07-07,E85,0.744
2025-07-07,GPLc,0.985
2025-07-07,Gazole,1.63
2025-07-07,SP95,1.692
2025-07-07,SP98,1.777
2025-07-08,E10,1.685
2025-07-08,E85,0.752
2025-07-08,GPLc,0.992
2025-07-08,Gazole,1.646
2025-07-08,SP95,1.701
2025-07-08,SP98,1.788
2025-07-09,E10,1.691
2025-07-09,E85,0.753
2025-07-09,GPLc,0.988
2025-07-09,Gazole,1.658
2025-07-09,SP95,1.704
2025-07-09,SP98,1.794
2025-07-10,E10,1.693
2025-07-10,E85,0.755
2025-07-10,GPLc,0.986
2025-07-10,Gazole,1.664
2025-07-10,SP95,1.715
2025-07-10,SP98,1.794
2025-07-11,E10,1.695
2025-07-11,E85,0.754
2025-07-11,GPLc,0.988
2025-07-11,Gazole,1.666
2025-07-11,SP95,1.718
2025-07-11,SP98,1.795
2025-07-12,E10,1.706
2025-07-12,E85,0.76
2025-07-12,GPLc,0.987
2025-07-12,Gazole,1.681
2025-07-12,SP95,1.706
2025-07-12,SP98,1.811
2025-07-13,E10,1.72
2025-07-13,E85,0.769
2025-07-13,GPLc,0.987
2025-07-13,Gazole,1.698
2025-07-13,SP95,1.699
2025-07-13,SP98,1.827
2025-07-14,E10,1.726
2025-07-14,E85,0.77
2025-07-14,GPLc,0.991
2025-07-14,Gazole,1.702
2025-07-14,SP95,1.706
2025-07-14,SP98,1.836
2025-07-15,E10,1.697
2025-07-15,E85,0.754
2025-07-15,GPLc,0.98
2025-07-15,Gazole,1.673
2025-07-15,SP95,1.709
2025-07-15,SP98,1.799
2025-07-16,E10,1.699
2025-07-16,E85,0.757
2025-07-16,GPLc,0.984
2025-07-16,Gazole,1.672
2025-07-16,SP95,1.716
2025-07-16,SP98,1.801
2025-07-17,E10,1.702
2025-07-17,E85,0.756
2025-07-17,GPLc,0.987
2025-07-17,Gazole,1.673
2025-07-17,SP95,1.716
2025-07-17,SP98,1.806
2025-07-18,E10,1.698
2025-07-18,E85,0.755
2025-07-18,GPLc,0.984
2025-07-18,Gazole,1.669
2025-07-18,SP95,1.709
2025-07-18,SP98,1.8
2025-07-19,E10,1.71
2025-07-19,E85,0.76
2025-07-19,GPLc,0.989
2025-07-19,Gazole,1.684
2025-07-19,SP95,1.704
2025-07-19,SP98,1.815
2025-07-20,E10,1.719
2025-07-20,E85,0.768
2025-07-20,GPLc,0.986
2025-07-20,Gazole,1.696
2025-07-20,SP95,1.702
2025-07-20,SP98,1.825
2025-07-21,E10,1.696
2025-07-21,E85,0.752
2025-07-21,GPLc,0.98
2025-07-21,Gazole,1.67
2025-07-21,SP95,1.711
2025-07-21,SP98,1.799
2025-07-22,E10,1.705
2025-07-22,E85,0.759
2025-07-22,GPLc,0.989
2025-07-22,Gazole,1.679
2025-07-22,SP95,1.71
2025-07-22,SP98,1.807
2025-07-23,E10,1.703
2025-07-23,E85,0.759
2025-07-23,GPLc,0.987
2025-07-23,Gazole,1.68
2025-07-23,SP95,1.71
2025-07-23,SP98,1.806
2025-07-24,E10,1.699
2025-07-24,E85,0.756
2025-07-24,GPLc,0.985
2025-07-24,Gazole,1.676
2025-07-24,SP95,1.71
2025-07-24,SP98,1.802
2025-07-25,E10,1.69
2025-07-25,E85,0.753
2025-07-25,GPLc,0.986
2025-07-25,Gazole,1.665
2025-07-25,SP95,1.702
2025-07-25,SP98,1.793
2025-07-26,E10,1.698
2025-07-26,E85,0.759
2025-07-26,GPLc,0.989
2025-07-26,Gazole,1.67
2025-07-26,SP95,1.696
2025-07-26,SP98,1.804
2025-07-27,E10,1.71
2025-07-27,E85,0.768
2025-07-27,GPLc,0.985
2025-07-27,Gazole,1.683
2025-07-27,SP95,1.696
2025-07-27,SP98,1.817
2025-07-28,E10,1.689
2025-07-28,E85,0.754
2025-07-28,GPLc,0.982
2025-07-28,Gazole,1.659
2025-07-28,SP95,1.703
2025-07-28,SP98,1.791
2025-07-29,E10,1.697
2025-07-29,E85,0.756
2025-07-29,GPLc,0.989
2025-07-29,Gazole,1.665
2025-07-29,SP95,1.703
2025-07-29,SP98,1.8
2025-07-30,E10,1.699
2025-07-30,E85,0.756
2025-07-30,GPLc,0.987
2025-07-30,Gazole,1.666
2025-07-30,SP95,1.704
2025-07-30,SP98,1.802
2025-07-31,E10,1.7
2025-07-31,E85,0.754
2025-07-31,GPLc,0.988
2025-07-31,Gazole,1.665
2025-07-31,SP95,1.712
2025-07-31,SP98,1.804
2025-08-01,E10,1.674
2025-08-01,E85,0.717
2025-08-01,GPLc,0.984
2025-08-01,Gazole,1.627
2025-08-01,SP95,1.679
2025-08-01,SP98,1.768
2025-08-02,E10,1.69
2025-08-02,E85,0.742
2025-08-02,GPLc,0.988
2025-08-02,Gazole,1.647
2025-08-02,SP95,1.681
2025-08-02,SP98,1.788
2025-08-03,E10,1.705
2025-08-03,E85,0.757
2025-08-03,GPLc,0.983
2025-08-03,Gazole,1.666
2025-08-03,SP95,1.698
2025-08-03,SP98,1.807
2025-08-04,E10,1.694
2025-08-04,E85,0.745
2025-08-04,GPLc,0.982
2025-08-04,Gazole,1.65
2025-08-04,SP95,1.708
2025-08-04,SP98,1.793
2025-08-05,E10,1.704
2025-08-05,E85,0.751
2025-08-05,GPLc,0.988
2025-08-05,Gazole,1.654
2025-08-05,SP95,1.714
2025-08-05,SP98,1.804
2025-08-06,E10,1.705
2025-08-06,E85,0.75
2025-08-06,GPLc,0.987
2025-08-06,Gazole,1.649
2025-08-06,SP95,1.714
2025-08-06,SP98,1.806
2025-08-07,E10,1.704
2025-08-07,E85,0.752
2025-08-07,GPLc,0.983
2025-08-07,Gazole,1.642
2025-08-07,SP95,1.714
2025-08-07,SP98,1.805
2025-08-08,E10,1.701
2025-08-08,E85,0.748
2025-08-08,GPLc,0.987
2025-08-08,Gazole,1.633
2025-08-08,SP95,1.713
2025-08-08,SP98,1.801
2025-08-09,E10,1.707
2025-08-09,E85,0.755
2025-08-09,GPLc,0.986
2025-08-09,Gazole,1.636
2025-08-09,SP95,1.707
2025-08-09,SP98,1.809
2025-08-10,E10,1.719
2025-08-10,E85,0.766
2025-08-10,GPLc,0.986
2025-08-10,Gazole,1.655
2025-08-10,SP95,1.707
2025-08-10,SP98,1.823
2025-08-11,E10,1.694
2025-08-11,E85,0.747
2025-08-11,GPLc,0.979
2025-08-11,Gazole,1.623
2025-08-11,SP95,1.704
2025-08-11,SP98,1.795
2025-08-12,E10,1.7
2025-08-12,E85,0.75
2025-08-12,GPLc,0.988
2025-08-12,Gazole,1.627
2025-08-12,SP95,1.706
2025-08-12,SP98,1.799
2025-08-13,E10,1.701
2025-08-13,E85,0.751
2025-08-13,GPLc,0.984
2025-08-13,Gazole,1.627
2025-08-13,SP95,1.708
2025-08-13,SP98,1.802
2025-08-14,E10,1.693
2025-08-14,E85,0.747
2025-08-14,GPLc,0.984
2025-08-14,Gazole,1.616
2025-08-14,SP95,1.704
2025-08-14,SP98,1.793
2025-08-15,E10,1.708
2025-08-15,E85,0.761
2025-08-15,GPLc,0.993
2025-08-15,Gazole,1.63
2025-08-15,SP95,1.698
2025-08-15,SP98,1.813
2025-08-16,E10,1.702
2025-08-16,E85,0.754
2025-08-16,GPLc,0.989
2025-08-16,Gazole,1.622
2025-08-16,SP95,1.692
2025-08-16,SP98,1.807
2025-08-17,E10,1.709
2025-08-17,E85,0.762
2025-08-17,GPLc,0.982
2025-08-17,Gazole,1.634
2025-08-17,SP95,1.696
2025-08-17,SP98,1.813
2025-08-18,E10,1.69
2025-08-18,E85,0.747
2025-08-18,GPLc,0.98
2025-08-18,Gazole,1.611
2025-08-18,SP95,1.703
2025-08-18,SP98,1.79
2025-08-19,E10,1.693
2025-08-19,E85,0.749
2025-08-19,GPLc,0.989
2025-08-19,Gazole,1.609
2025-08-19,SP95,1.703
2025-08-19,SP98,1.793
2025-08-20,E10,1.693
2025-08-20,E85,0.749
2025-08-20,GPLc,0.986
2025-08-20,Gazole,1.609
2025-08-20,SP95,1.706
2025-08-20,SP98,1.793
2025-08-21,E10,1.697
2025-08-21,E85,0.75
2025-08-21,GPLc,0.984
2025-08-21,Gazole,1.614
2025-08-21,SP95,1.709
2025-08-21,SP98,1.799
2025-08-22,E10,1.697
2025-08-22,E85,0.748
2025-08-22,GPLc,0.982
2025-08-22,Gazole,1.614
2025-08-22,SP95,1.704
2025-08-22,SP98,1.798
2025-08-23,E10,1.711
2025-08-23,E85,0.756
2025-08-23,GPLc,0.985
2025-08-23,Gazole,1.629
2025-08-23,SP95,1.699
2025-08-23,SP98,1.813
2025-08-24,E10,1.719
2025-08-24,E85,0.764
2025-08-24,GPLc,0.983
2025-08-24,Gazole,1.64
2025-08-24,SP95,1.701
2025-08-24,SP98,1.823
2025-08-25,E10,1.698
2025-08-25,E85,0.748
2025-08-25,GPLc,0.981
2025-08-25,Gazole,1.616
2025-08-25,SP95,1.708
2025-08-25,SP98,1.797
2025-08-26,E10,1.704
2025-08-26,E85,0.751
2025-08-26,GPLc,0.988
2025-08-26,Gazole,1.624
2025-08-26,SP95,1.717
2025-08-26,SP98,1.802
2025-08-27,E10,1.707
2025-08-27,E85,0.753
2025-08-27,GPLc,0.986
2025-08-27,Gazole,1.628
2025-08-27,SP95,1.71
2025-08-27,SP98,1.808
2025-08-28,E10,1.702
2025-08-28,E85,0.749
2025-08-28,GPLc,0.981
2025-08-28,Gazole,1.623
2025-08-28,SP95,1.705
2025-08-28,SP98,1.804
2025-08-29,E10,1.677
2025-08-29,E85,0.723
2025-08-29,GPLc,0.98
2025-08-29,Gazole,1.6
2025-08-29,SP95,1.669
2025-08-29,SP98,1.777
2025-08-30,E10,1.687
2025-08-30,E85,0.738
2025-08-30,GPLc,0.982
2025-08-30,Gazole,1.611
2025-08-30,SP95,1.666
2025-08-30,SP98,1.79
2025-08-31,E10,1.705
2025-08-31,E85,0.755
2025-08-31,GPLc,0.981
2025-08-31,Gazole,1.629
2025-08-31,SP95,1.689
2025-08-31,SP98,1.806
2025-09-01,E10,1.692
2025-09-01,E85,0.744
2025-09-01,GPLc,0.978
2025-09-01,Gazole,1.614
2025-09-01,SP95,1.698
2025-09-01,SP98,1.792
2025-09-02,E10,1.702
2025-09-02,E85,0.749
2025-09-02,GPLc,0.983
2025-09-02,Gazole,1.624
2025-09-02,SP95,1.709
2025-09-02,SP98,1.804
2025-09-03,E10,1.704
2025-09-03,E85,0.749
2025-09-03,GPLc,0.983
2025-09-03,Gazole,1.627
2025-09-03,SP95,1.714
2025-09-03,SP98,1.805
2025-09-04,E10,1.708
2025-09-04,E85,0.747
2025-09-04,GPLc,0.983
2025-09-04,Gazole,1.632
2025-09-04,SP95,1.713
2025-09-04,SP98,1.808
2025-09-05,E10,1.651
2025-09-05,E85,0.717
2025-09-05,GPLc,0.977
2025-09-05,Gazole,1.578
2025-09-05,SP95,1.667
2025-09-05,SP98,1.75
2025-09-06,E10,1.679
2025-09-06,E85,0.735
2025-09-06,GPLc,0.983
2025-09-06,Gazole,1.603
2025-09-06,SP95,1.686
2025-09-06,SP98,1.781
2025-09-07,E10,1.709
2025-09-07,E85,0.75
2025-09-07,GPLc,0.964
2025-09-07,Gazole,1.635
2025-09-07,SP95,1.696
2025-09-07,SP98,1.809
2025-09-08,E10,1.698
2025-09-08,E85,0.745
2025-09-08,GPLc,0.981
2025-09-08,Gazole,1.621
2025-09-08,SP95,1.714
2025-09-08,SP98,1.795
2025-09-09,E10,1.705
2025-09-09,E85,0.75
2025-09-09,GPLc,0.983
2025-09-09,Gazole,1.631
2025-09-09,SP95,1.715
2025-09-09,SP98,1.803
2025-09-10,E10,1.709
2025-09-10,E85,0.748
2025-09-10,GPLc,0.981
2025-09-10,Gazole,1.635
2025-09-10,SP95,1.717
2025-09-10,SP98,1.808
2025-09-11,E10,1.71
2025-09-11,E85,0.747
2025-09-11,GPLc,0.977
2025-09-11,Gazole,1.635
2025-09-11,SP95,1.723
2025-09-11,SP98,1.808
2025-09-12,E10,1.71
2025-09-12,E85,0.746
2025-09-12,GPLc,0.981
2025-09-12,Gazole,1.635
2025-09-12,SP95,1.724
